zm_r,vb
0.480354977,1
0.875675793,1
0.344963287,1
1.266560203,1
0.756227281,1
0.602726755,1
0.499926605,1
1.477009777,1
0.738418415,1
1.350369807,1
1.32349716,1
1.757756849,1
1.000754463,1
1.269751153,1
0.85922627,1
1.957435771,1
0.64564957,1
