zm_r,vb
0.766450669,1
0.819585088,1
1.089460864,1
0.778501945,1
0.376171701,1
1.033292165,1
1.316709758,1
0.514570023,1
0.53215036,1
0.445376084,1
1.268404971,1
0.728997185,1
0.70339182,1
0.912925989,1
1.04179975,1
0.817428128,0
0.600970311,0
0.498676845,0
0.835550284,0
0.714377143,0
0.653123069,0
0.381556361,0
0.60905448,0
0.486247667,0
1.891051011,0
0.901193759,0
1.161886568,0
1.021263904,0
1.208657237,0
1.215164135,0
0.305478242,0
1.150422595,0
1.332849219,0
1.194015725,0
0.920164687,0
0.630221461,0
0.786705134,0
0.684307591,0
0.573427622,0
0.960682111,0
0.1316584,0
1.057645103,0
0.709816279,0
0.772285617,0
0.412674144,0
0.990686649,0
0.689529816,0
0.78431344,0
0.510274186,0
0.604973523,0
0.745411724,0
0.612633696,0
0.416689859,0
0.800368774,0
0.976090534,0
1.07978355,0
1.02626006,0
0.490403998,0
0.19672297,0
0.982839822,0
0.524145638,0
1.049069295,0
0.565933304,0
0.597220836,0
0.645992747,0
0.998556887,0
1.256710292,0
0.782039507,0
1.370210004,0
0.47337627,0
1.60009204,0
0.914974641,0
1.37474224,0
1.385703624,0
0.915754423,0
0.549189177,0
0.950712483,0
1.30533624,0
0.381556361,0
0.580539565,0
1.168705606,0
0.523171128,0
1.544452281,0
1.317384281,0
0.425829879,0
0.420013734,0
0.734045873,0
1.318229783,0
0.540094318,0
0.7837414,0
0.650279901,0
0.834101362,0
0.928885772,0
1.345676587,0
0.25721681,0
0.351583582,0
0.650662724,0
0.476841533,0
0.902278539,0
0.384730518,0
0.957584373,0
1.523391829,0
0.883634857,0
0.310803102,0
0.766719768,0
1.38233507,0
0.594927207,0
0.465380904,0
0.769832763,0
0.360685309,0
1.436238007,0
0.737310076,0
0.587635152,0
0.509095793,0
0.588821113,0
1.558261761,0
0.194470769,0
0.604076826,0
0.681406156,0
0.983523166,0
0.645126413,0
1.506890612,0
0.685251033,0
0.693807984,0
0.674121951,0
0.17972517,0
0.257867425,0
0.640589915,0
0.411770467,0
1.018134566,0
0.819408618,0
0.602477948,0
0.697126493,0
1.768410832,0
0.913552947,0
0.696008232,0
0.34911822,0
0.52639188,0
1.136572992,0
0.558982138,0
1.058211,0
1.630458314,0
0.761223387,0
0.484384984,0
1.172784084,0
0.671862422,0
1.061270243,0
1.381328377,0
0.832090038,0
0.838765272,0
1.018134566,0
1.128799535,0
0.750671055,0
1.118234691,0
1.279811646,0
0.811508379,0
0.645561526,0
0.511027163,0
0.77675727,0
0.645746117,0
0.455570619,0
0.604083223,0
0.854318718,0
0.253726347,0
1.07234782,0
0.565836175,0
0.568148266,0
0.356635638,0
0.787591152,0
0.81351248,0
1.036288,0
0.605595369,0
0.450255866,0
0.781550797,0
0.691977721,0
0.987298794,0
1.117576497,0
0.640040579,0
0.997852089,0
1.272422775,0
1.128391892,0
0.229278971,0
1.300569474,0
1.26496566,0
0.860699161,0
0.999441977,0
1.116885321,0
0.659276848,0
0.545890708,0
0.66068158,0
0.320111571,0
1.034048461,0
0.841060419,0
1.581446996,0
0.943595882,0
1.226182023,0
1.314279373,0
1.189369161,0
0.7809037,0
0.40601904,0
0.820885068,0
1.446623391,0
0.53347104,0
0.514715367,0
0.71288973,0
1.939108223,0
0.429410345,0
0.446679751,0
0.823537588,0
0.514782862,0
0.300770828,0
0.703770637,0
0.487868054,0
0.756876494,0
1.449261982,0
0.669786834,0
1.402800226,0
0.300770828,0
0.595683987,0
1.375665171,0
0.259169646,0
0.887004712,0
1.149521707,0
1.366566411,0
0.62181169,0
0.685251033,0
0.248430528,0
0.368141748,0
1.069748244,0
1.032014388,0
1.260922779,0
0.907727258,0
1.068340003,0
1.216228201,0
0.749925934,0
1.064265684,0
0.678069361,0
0.493560001,0
0.342659192,0
0.446262587,0
0.69165258,0
0.200736646,0
0.644506435,0
0.607617481,0
2.328912373,0
2.317228542,0
0.399117244,0
0.615846068,0
0.431960832,0
1.243639774,0
1.008100239,0
0.846985532,0
0.566803242,0
0.662602198,0
0.73051549,0
0.877495697,0
0.518838703,0
0.717726852,0
0.223060531,0
1.309651294,0
1.562155821,0
0.691564492,0
0.412294431,0
0.731064013,0
0.980578464,0
0.487868054,0
0.629403961,0
0.453849736,0
0.355683439,0
0.627693129,0
0.930235672,0
1.192026512,0
1.019947068,0
1.432059297,0
0.631829556,0
1.453495855,0
0.29206682,0
1.29431173,0
0.657131342,0
0.540065788,0
0.59287582,0
1.223910307,0
1.079520384,0
2.081635916,0
0.133872389,0
0.309464922,0
0.848387039,0
0.384730518,0
0.486148875,0
0.591512552,0
1.22128766,0
0.717898684,0
0.727672481,0
0.814208152,0
1.30731769,0
0.70167528,0
0.978383718,0
0.637325829,0
0.634871078,0
0.944929037,0
0.949848775,0
0.323188393,0
0.540591189,0
1.022100408,0
0.810963962,0
0.15523441,0
0.220991515,0
1.04421693,0
0.815763922,0
0.732676733,0
0.570741525,0
0.6576731,0
0.775083826,1
1.144971401,1
0.848373608,1
0.910267872,1
2.296558935,1
0.35692232,1
0.75824686,1
0.90764314,1
1.571604223,1
0.697719209,1
1.106408808,1
1.295142604,1
0.743951393,1
0.606810691,1
0.814182793,1
2.25701874,1
0.812070835,1
1.365052761,1
0.731310041,1
1.993375324,1
1.228201303,1
1.22646095,1
2.563629851,1
1.011059195,1
0.392002483,1
1.803063771,1
1.486221409,1
0.986276163,1
1.089283697,1
1.179713058,1
2.00573673,1
0.754554328,1
0.987250734,1
1.06102387,1
1.192728152,1
1.156486078,1
1.8087585,1
2.244634528,1
2.358373721,1
1.058001193,1
1.900436939,1
1.488036061,1
1.070679841,1
0.86435083,1
0.888355805,1
0.989926362,1
0.766450669,1
2.196809425,1
2.237282984,1
1.496021654,1
0.742769576,1
2.329925891,1
1.545660836,1
0.797564382,1
1.670231147,1
1.138059629,1
1.869092835,1
1.33642588,1
2.345262757,1
1.534004807,1
0.74751346,1
0.841451572,1
0.446262587,1
1.048378994,1
2.043454333,1
0.345288574,1
1.699454762,1
0.821781128,1
0.531953027,1
1.229267479,1
0.813781296,1
0.477165459,1
1.50162275,1
1.091699158,1
1.368883832,1
0.590878899,1
1.941225798,1
1.311220834,1
0.885877134,1
0.967806212,1
2.438400978,1
2.104240497,1
0.814294726,1
0.812538564,1
0.654719758,1
1.303406463,1
1.145854239,1
1.348790617,1
0.453222254,1
1.041657504,1
1.041657504,1
1.002177042,1
2.888371679,1
2.857154392,1
1.718140468,1
0.535377621,1
0.769610286,1
1.541642748,1
1.359625741,1
1.400559633,1
0.539477504,1
0.84052446,1
0.865628344,1
1.019867208,1
0.712853369,1
0.846008998,1
1.062151999,1
0.721952027,1
0.790075743,1
0.613090435,1
0.142271207,1
0.293187762,1
0.99995954,1
1.029932083,1
1.016046637,1
0.423369612,1
0.980513474,1
0.997682362,1
0.907209577,1
0.671071472,1
0.701650451,1
0.846092101,0
1.03579416,0
1.070298753,0
0.689681375,0
0.633118879,0
0.579332455,0
1.058195704,0
0.635842716,0
0.262540285,0
0.531176835,0
0.622892172,0
0.791061334,0
0.681249727,0
1.093932256,0
1.031430925,0
0.35477943,0
0.298649628,0
1.168664746,0
1.185323824,0
0.415262844,0
0.314784915,0
0.484361664,0
0.963731152,0
0.944949604,0
1.122609654,0
1.169505931,0
1.126306921,0
0.191679758,0
0.231468058,0
1.031843893,0
1.023929567,0
0.429760881,0
0.35012639,0
0.177983535,0
1.150923078,0
1.018705724,0
0.88573668,0
0.826998368,0
0.480334459,0
0.443649131,0
0.621336926,0
1.353902369,0
1.46689738,0
1.157205531,0
0.559170473,0
0.17839723,0
1.675631036,0
0.267724567,0
0.946747647,0
1.036934919,0
1.790965787,0
0.806197391,0
0.603028653,0
0.756748266,0
0.477405462,0
0.406863448,0
0.469204605,0
1.203963945,0
0.854534342,0
0.642017656,0
1.199553587,0
0.510797966,0
0.517348513,0
1.706774282,0
0.854030148,0
0.892851286,0
1.484623834,0
0.341255993,0
0.664413984,0
0.708590415,0
0.335211523,0
0.931204995,0
0.973363845,0
0.508808348,0
0.415738361,0
0.763748893,0
0.790436961,0
0.776169743,0
1.315489596,0
0.694941205,0
0.941325961,0
0.166764414,0
1.532586632,0
0.847874435,0
0.318379995,0
0.799644899,0
1.395741812,0
0.830670572,0
1.078751772,0
0.775678828,0
1.234690794,0
0.534800192,0
0.904808045,0
1.246246682,0
1.170457164,0
0.311402302,0
0.388240896,0
1.372657885,0
0.300770828,0
0.375450682,0
0.673614432,0
1.325958292,0
0.493162755,0
1.598609887,0
0.518341177,0
0.424733586,0
0.892498683,0
0.427915927,0
0.871117136,0
0.985435664,0
0.464511899,0
0.856719433,0
1.386001644,0
0.748597663,0
0.916138813,0
1.311720261,0
1.31149439,0
0.786768794,0
0.168274253,0
0.323087604,0
0.604340245,0
0.198190729,0
0.452684088,0
1.395641561,0
1.116095051,0
1.097916324,0
0.356635638,0
0.561433533,0
0.794736063,0
0.820168217,0
1.141325479,0
0.678091803,0
0.647433423,0
1.442354842,0
1.604391075,0
0.692411233,0
0.556920067,0
0.34327214,0
0.561433533,0
0.294163676,0
0.502722465,0
0.421452655,0
0.719327002,0
0.650554624,0
0.478987868,0
1.434434631,0
0.834962718,0
1.232059373,0
1.315489596,0
0.511450859,0
0.916353055,0
0.390598257,0
0.51832318,0
0.569609346,0
0.39036216,0
0.639244093,0
1.275485537,0
0.727379132,0
1.000465056,0
0.41468424,0
0.407177294,0
0.966225393,0
0.564990154,0
0.789463562,0
1.138929852,0
1.305796689,0
0.357215231,0
1.404402057,0
0.431952478,0
0.997342252,0
0.238349645,0
0.320066152,0
0.959307985,0
0.808410788,0
0.753323348,0
1.045365968,0
0.53672258,0
0.456018388,0
1.749528234,0
0.428800095,0
0.741724381,0
0.513742135,0
0.375918666,0
0.603810945,0
0.504220773,0
0.892199623,0
0.536786821,0
1.131733653,0
1.857530712,0
0.530746118,0
0.912046839,0
0.625766564,0
1.772390861,0
0.548865422,0
0.675270378,0
0.889394324,0
0.480508211,0
1.020277079,0
0.693047158,0
0.514907663,0
0.41745456,0
0.799067127,0
0.63607085,0
0.605595369,0
0.344385251,0
0.540327124,0
0.403044569,0
0.544950973,0
0.967363828,0
0.467924078,0
0.849199006,0
1.173285096,0
0.994705841,0
1.005920018,0
0.785797401,0
0.408462355,0
0.61271117,0
1.032176493,0
1.412441915,0
0.694980304,0
0.991179668,0
1.133777719,0
0.427279693,0
0.744001898,0
0.858171078,0
0.821519935,0
0.200342986,0
0.483718573,0
0.610251673,0
0.474735746,0
0.479730917,0
1.163888437,0
0.29752178,0
1.061486424,0
0.822371875,0
0.541713824,0
0.713397477,0
0.17245059,0
0.550619644,0
0.559350859,0
0.572383935,0
0.544436235,0
0.692411233,0
0.715602555,0
1.596043445,0
0.808372353,0
1.228904913,0
1.344674876,0
0.302834297,0
0.963731152,0
0.515011997,0
0.758923825,0
0.720876186,0
0.475229832,0
0.703224134,0
1.749528234,0
0.907315569,0
0.677620658,0
0.792808597,0
1.247917962,0
0.84299808,0
0.799101725,0
1.566725908,0
0.870327294,0
0.273736953,0
0.952498027,0
0.551690787,0
0.817426922,0
0.34051024,0
1.625351492,0
0.799101725,0
0.479375706,0
0.421033612,0
1.06908622,0
0.640821351,0
1.141062142,0
1.271986712,0
1.290912246,0
0.864209247,0
0.162907578,0
1.070784234,0
0.744230593,0
0.343442439,0
0.567933145,0
0.895150924,0
0.844428876,0
0.273593667,0
0.563120403,0
0.716452737,0
1.238821662,1
0.27998572,1
1.026258818,1
0.688607832,1
0.475928349,1
0.42445897,1
0.198131938,1
0.404968481,1
0.591246059,1
1.932846008,1
1.465758137,1
0.851704336,1
0.884921646,1
1.290602456,1
2.178094203,1
1.701685854,1
1.083973727,1
1.409771904,1
1.007484737,1
0.94220509,1
0.872995893,1
0.808050293,1
0.972099403,1
1.023052893,1
3.398465447,1
1.59635954,1
1.189094575,1
0.581576065,1
1.485174795,1
0.871250485,1
0.735730119,1
1.092406427,1
0.939816256,1
1.007125709,1
1.315556551,1
0.810385212,1
0.788049901,1
2.959132236,1
1.225395953,1
0.489923526,1
1.699882338,1
0.418615044,1
2.016675509,1
0.592694509,1
0.944929037,1
0.649700772,1
0.684307591,1
1.628588655,1
2.731781059,1
1.292122728,1
0.758124897,1
2.344418348,1
2.279229735,1
1.153054764,1
0.656946186,1
0.854560683,1
0.666750022,1
1.445687594,1
1.944276202,1
1.029571059,1
1.644893354,1
1.035398088,1
2.750956179,1
0.970269986,1
1.205253153,1
1.540628732,1
1.03719424,1
2.873219546,1
1.409283439,1
1.764772976,1
0.716392744,1
1.909835764,1
0.583950005,1
0.52335846,1
1.584410473,1
2.139282302,1
0.270340136,1
2.086104885,1
1.206843125,1
2.286058463,1
2.09888549,1
0.964902786,1
1.23783253,1
1.908064283,1
0.607060768,1
1.299015123,1
0.611495174,1
1.28760729,1
1.805925373,1
0.982653041,1
1.863503629,1
1.031445474,1
1.746507614,1
0.984548287,1
0.428020917,1
1.154745049,1
0.731242446,1
2.813654479,1
1.211810055,1
0.738974147,1
0.780975633,1
1.366968529,1
1.083246971,1
0.580326865,1
1.32746973,1
1.412107118,1
0.570392339,1
1.218421733,1
0.786044213,1
0.532353152,1
2.0544484,1
0.325022869,1
0.423533516,1
0.929325848,1
1.840161102,1
0.542573803,1
0.644847926,1
0.677870818,1
0.265230399,1
0.792808597,1
0.909299452,1
0.74775721,1
1.198920219,1
0.640396794,0
0.61099894,0
0.851920808,0
1.253538736,0
1.098187203,0
1.211309381,0
1.016274134,0
1.298025023,0
0.685358766,0
0.995534107,0
0.875739366,0
0.345417354,0
0.814972638,0
0.88418879,0
0.573752643,0
0.92529282,0
0.852056037,0
0.587195043,0
0.919996466,0
0.116710268,0
0.323963675,0
1.059734314,0
0.584276165,0
0.548184543,0
0.671868099,0
0.642527946,0
0.856568467,0
1.337375283,0
0.490040874,0
0.550963334,0
0.939547701,0
1.770778722,0
0.781925188,0
1.227805875,0
0.906557225,0
1.08512272,0
1.388815678,0
0.998318993,0
0.802591915,0
0.95352735,0
1.031350376,0
1.085316351,0
0.625271026,0
0.854831097,0
0.448024885,0
1.103050135,0
1.023261693,0
0.43870266,0
0.322707524,0
0.40147936,0
0.772431432,0
0.593399783,0
1.431465973,0
0.610374871,0
1.315205165,0
1.477924547,0
0.630411094,0
1.050269029,0
1.031049259,0
0.284038151,0
0.475928349,0
0.191976514,0
0.275609143,0
0.921219605,0
0.439595713,0
1.491948162,0
0.931457317,0
0.480095945,0
0.720846809,0
0.426893587,0
0.481018318,0
0.875201659,0
0.810613126,0
0.914889219,0
0.597818733,0
1.010206131,0
0.498701344,0
1.116130782,0
1.219119311,0
1.19447174,0
1.193953865,0
0.652731191,0
0.836746861,0
0.908867926,0
0.605760915,0
2.368972508,0
0.353343454,0
1.117265192,0
0.461399174,0
0.197186522,0
1.140325195,0
0.285766215,0
0.746013237,0
0.863226762,0
0.908278238,0
0.927146533,0
0.74158428,0
0.567400958,0
0.457078408,0
0.916448391,0
0.720095,0
1.12710403,0
1.09388177,0
0.922450511,0
1.109175297,0
0.643452632,0
0.548184543,0
0.234703143,0
0.433477414,0
0.918001982,0
0.906260826,0
0.671505099,0
0.782220998,0
0.810100387,0
0.697954784,0
0.685059562,0
1.337563611,0
0.704179895,0
0.633118879,0
0.308341429,0
0.577869576,0
1.012836331,0
0.294367503,0
0.493138622,0
0.838387246,0
0.347910356,0
0.928341878,0
0.442208677,0
0.758021037,0
1.190547488,0
0.642077956,0
1.141278045,0
1.16560022,0
1.214832379,0
0.461669976,0
0.760283042,0
0.568275871,0
1.106768599,0
1.339893632,0
1.530027497,0
1.566316777,0
1.063054882,0
0.632910032,0
0.376210015,0
0.54364942,0
0.557729096,0
1.498768693,0
0.863976216,0
1.142052099,0
1.324588318,0
1.183254863,0
0.72486557,0
0.527917617,0
0.286481746,0
0.209689063,0
0.84299808,0
0.605437761,0
0.42208651,0
0.623164986,0
0.718674035,0
0.760042488,0
1.041916867,0
0.208771149,0
0.41745456,0
0.338308791,0
1.601915244,0
0.631829556,0
0.456018388,0
0.984976384,0
0.557288516,0
0.908662856,0
1.659432769,0
1.415457706,0
0.834962718,0
0.598533888,0
2.018286873,0
0.666556843,0
0.883685816,0
0.280282732,0
1.946832552,0
0.358893618,0
0.679477386,0
1.151088887,0
0.774685433,0
0.470898623,0
0.679547433,0
1.643082139,0
1.202506119,0
0.779911193,0
0.491394893,0
1.34045082,0
0.665640764,0
0.735644089,0
1.351776031,0
1.185292706,0
0.361914949,0
0.300770828,0
1.530916186,0
1.139081607,0
0.817407631,0
0.336695768,0
0.762189245,0
0.844629847,0
1.452386176,0
1.138140511,0
0.710776887,0
1.502536074,0
0.332612953,0
0.701466213,0
1.122044212,0
0.457521731,0
0.615404518,0
0.434112615,0
1.104545703,0
0.731338758,0
1.05691296,0
0.469055896,0
0.522376424,0
0.459322613,0
1.07558729,0
0.677965392,0
0.472088358,0
1.131378276,0
0.378782684,0
0.927683151,0
0.566496581,0
0.492803964,0
0.789108915,0
1.205966666,0
0.552543802,0
1.396778965,0
0.825865562,0
1.180672139,0
0.644733601,0
0.159277157,0
0.57389555,0
0.223020809,0
0.589650122,0
0.540982882,0
0.402858119,0
0.556920067,0
0.357129834,0
0.836898952,0
0.856066544,0
1.956478369,0
0.673461423,0
0.263037053,0
1.112873351,0
1.203082126,0
0.632730482,0
0.886034168,0
0.783471947,0
0.790195354,0
1.385309922,0
0.237908099,0
0.796481306,0
0.396343849,0
0.432186263,0
0.409985588,0
0.862256575,0
0.913831758,0
1.129912385,0
0.525944388,0
0.39225109,0
1.504019697,0
0.662368871,0
1.402800226,0
1.258989083,0
0.499583905,0
0.368438567,0
0.564673525,0
0.211839167,0
0.967304389,0
0.865910028,0
0.82378149,0
0.631785757,0
0.598533476,0
0.501414452,0
0.5703822,0
0.449957101,0
0.438914123,0
0.466568321,0
0.446396458,0
0.248430528,0
1.029581256,0
0.831758333,0
1.335967001,0
0.93968435,0
0.853145237,0
0.556375747,0
0.149055737,0
0.773246188,0
1.450168565,0
0.408394871,1
0.682659623,1
1.469780729,1
0.683232111,1
0.737626869,1
1.487469794,1
0.607642808,1
1.1578601,1
0.279283537,1
2.046669296,1
0.991398436,1
1.361773179,1
1.204442041,1
1.398244392,1
2.523901048,1
1.227940648,1
1.30864637,1
1.416861093,1
0.534661427,1
0.968079945,1
0.387109257,1
0.679961423,1
2.514233834,1
1.343145937,1
1.401703342,1
1.076800329,1
0.208805642,1
1.092067773,1
0.942808329,1
2.193469967,1
1.23635745,1
1.419745221,1
1.461654992,1
2.069835183,1
2.223798302,1
1.518543448,1
1.536861715,1
2.930812185,1
1.126692647,1
1.064127226,1
3.0292673,1
0.386470125,1
1.236232255,1
0.76898197,1
1.484857633,1
1.206543177,1
1.396457385,1
2.728677751,1
1.32923083,1
1.462911299,1
1.90203603,1
1.322955105,1
1.676110002,1
0.102709524,1
2.000419316,1
0.793324655,1
1.12020683,1
0.317978395,1
0.715793897,1
1.162556926,1
1.710179,1
0.54455428,1
2.860943729,1
0.341513798,1
0.872922123,1
0.904437457,1
1.232350122,1
1.177410302,1
0.834374065,1
1.063710088,1
2.016675509,1
0.77098627,1
0.519371615,1
0.605112595,1
1.266345858,1
2.869311437,1
1.989163571,1
2.84346067,1
1.573134137,1
1.009029219,1
2.505849429,1
1.295238446,1
1.354170762,1
2.307597988,1
1.332650874,1
1.696433237,1
0.446500825,1
1.910778205,1
2.080016499,1
1.314308236,1
0.685650557,1
0.915414785,1
1.118234691,1
1.214185738,1
0.799491959,1
3.43379407,1
0.311402302,1
0.890552075,1
1.662436625,1
0.812062391,1
2.296742077,1
0.965589716,1
1.5044011,1
2.05168263,1
1.002295893,1
1.329124737,1
2.370206278,1
0.55073977,1
0.587452279,1
1.200940737,1
0.316993335,1
1.262396053,1
1.057081692,1
0.578957824,1
0.737238685,1
0.449516838,1
0.733559164,1
0.686619895,1
0.268586928,1
0.556430213,1
0.982019208,0
0.606588825,0
1.387565426,0
1.085541221,0
0.732756695,0
0.102709524,0
0.82576252,0
1.170690891,0
0.376171701,0
0.688613064,0
0.639496487,0
0.455570619,0
1.089081252,0
0.872735556,0
0.191679758,0
0.705954911,0
1.734116074,0
0.863406702,0
1.067774396,0
1.258164812,0
0.441564951,0
0.696578967,0
0.942233771,0
0.760994438,0
0.641926008,0
1.047167646,0
0.4295112,0
0.327459628,0
1.117783016,0
0.84435432,0
0.449718633,0
0.989254789,0
1.432521555,0
1.055587428,0
0.754678327,0
0.689418272,0
0.991293134,0
0.880048908,0
1.323598448,0
1.243273596,0
1.517383738,0
0.64237566,0
0.77675727,0
0.976627576,0
0.820956101,0
0.781284701,0
0.847812199,0
0.975093694,0
0.449292464,0
1.625358594,0
0.505138251,0
0.489923526,0
0.731762486,0
0.843531582,0
0.873355836,0
0.302236185,0
1.003866842,0
0.343717794,0
0.424666885,0
0.682403422,0
0.940269366,0
0.959782299,0
0.727790859,0
0.513943375,0
0.512781847,0
0.609596752,0
0.151769818,0
0.686619895,0
0.501589011,0
0.83418831,0
0.373248115,0
1.671259367,0
0.738917928,0
0.713506137,0
0.529114324,0
0.527917617,0
0.828730515,0
0.237167945,0
1.263960763,0
0.736789626,0
0.458155767,0
0.727922133,0
1.116397318,0
0.511893819,0
1.011393543,0
1.287454739,0
0.469392142,0
0.807770183,0
1.677018747,0
0.80863694,0
0.697235136,0
0.279533962,0
0.966019001,0
0.752449373,0
0.936732892,0
1.06834542,0
1.00982833,0
0.750003012,0
0.296757644,0
1.044811635,0
0.913884753,0
0.918238025,0
1.178590902,0
0.707861597,0
0.642017656,0
0.776241158,0
0.422362587,0
1.31624736,0
0.433492919,0
0.844291186,0
0.738975681,0
0.343115401,0
0.934164814,0
1.29688656,0
1.356208706,0
0.905869958,0
0.781550797,0
1.657064815,0
0.320854987,0
0.718364824,0
0.356300299,0
0.895697433,0
1.144235616,0
0.401643222,0
0.859303375,0
1.763022909,0
0.857481324,0
0.271978763,0
0.548165063,0
0.191679758,0
0.54921602,0
0.795779963,0
0.608823901,0
1.307952896,0
1.263901602,0
0.691486153,0
1.668363631,0
1.133302574,0
0.476167371,0
0.767448614,0
0.437193575,0
0.648733666,0
0.594301488,0
0.833865629,0
1.057241327,0
1.282049284,0
0.324787845,0
0.378323443,0
1.077177335,0
0.639291484,0
0.55153409,0
1.51363224,0
0.54921602,0
0.354383312,0
1.345596888,0
1.471281652,0
1.367241273,0
0.448769005,0
1.578639045,0
0.645391509,0
0.7585805,0
0.773298239,0
0.748773869,0
0.987251158,0
1.693713943,0
0.9160991,0
0.567143209,0
1.162686239,0
0.830434945,0
0.557403096,0
0.809397376,0
0.419933508,0
0.444711655,0
1.543203156,0
0.502105505,0
0.759373047,0
0.279361368,0
0.604340245,0
0.295458,0
0.579735568,0
1.456163869,0
0.25721681,0
0.542077203,0
0.368242903,0
0.704476208,0
0.73051549,0
1.119739842,0
1.056719167,0
1.339951418,0
0.475556556,0
0.498676845,0
0.784056277,0
0.645575136,0
1.217814204,0
0.614647957,0
0.68332365,0
0.926684736,0
1.928941118,0
0.916138813,0
1.24637944,0
1.129895577,0
0.764374417,0
0.653841649,0
1.039588794,0
0.293187762,0
0.413106412,0
0.540605215,0
0.78951597,0
1.159471383,0
0.659238898,0
0.895552545,0
1.209676376,0
0.31224926,0
0.592869321,0
1.203561133,0
0.798131879,0
1.112675287,0
0.439275863,0
0.674719474,0
0.537547413,0
1.258164812,0
1.329009533,0
0.824031928,0
0.65223385,0
0.445376084,0
0.919939189,0
0.90091347,0
0.566496581,0
0.499809704,0
0.34327214,0
1.135090425,0
0.964603807,0
0.539395049,0
0.434112615,0
1.29691353,0
0.214625844,0
0.479080721,0
0.821217903,0
1.362443137,0
0.466979177,0
0.815611621,0
1.192891777,0
0.370400132,0
0.805992121,0
0.698448052,0
0.325669013,0
0.548654864,0
1.233181185,0
0.463456293,0
1.589146439,0
0.180366813,0
1.399368872,0
1.33174323,0
0.895392377,0
0.590857799,0
0.938916898,0
1.190667467,0
1.238821662,0
0.783707223,0
0.435740803,0
1.917719803,0
0.413978712,0
0.278057155,0
0.586155273,0
0.724836711,0
0.573977254,0
1.158942781,0
0.594579076,0
0.758124897,0
1.247057538,0
0.891153751,0
0.7756967,0
0.619257339,0
1.225152716,0
0.602477948,1
0.282856306,1
0.654489376,1
0.56659723,1
0.407615969,1
0.759003119,1
1.16588168,1
0.672913295,1
0.156109419,1
1.153903058,1
0.541388923,1
0.429075902,1
1.199237871,1
0.589171095,1
1.190747246,1
1.020743212,1
1.215495854,1
0.91306612,1
0.80950306,1
0.628357232,1
0.688378366,1
0.871875596,1
0.62729761,1
0.568130784,1
0.485466198,1
0.820956101,1
0.832090038,1
0.659407744,1
0.527064682,1
1.16480041,1
0.164395207,1
0.761482607,1
1.216354346,1
1.707280617,1
0.837597071,1
2.386873482,1
0.865007557,1
1.975214448,1
1.94923105,1
2.111976854,1
2.458643579,1
1.004210771,1
0.92095458,1
0.694205281,1
0.586677065,1
1.325256171,1
0.991897675,1
0.719038519,1
1.866093183,1
0.930665293,1
1.256281338,1
1.973202779,1
2.223043228,1
1.616330089,1
1.410974093,1
0.44367748,1
1.798937072,1
0.80698054,1
2.507712235,1
0.348093359,1
0.717380756,1
1.368533467,1
1.129069762,1
0.922061949,1
2.16258451,1
1.497798607,1
1.780484836,1
1.351776031,1
0.645567509,1
1.128251677,1
0.441062202,1
2.795771388,1
1.639902166,1
3.134717871,1
1.616617571,1
1.567417976,1
2.260078036,1
1.38011198,1
1.423203143,1
1.251088616,1
0.70167528,1
0.456565329,1
0.927146533,1
0.651705078,1
2.092032319,1
1.098257475,1
0.911017407,1
1.079940964,1
1.50416309,1
1.924004151,1
2.233552958,1
0.953702008,1
1.093121673,1
0.238519688,1
2.181482934,1
0.211626955,1
0.722460884,1
1.685372992,1
1.100173878,1
1.157226041,1
1.76501212,1
0.53512714,1
2.818813205,1
1.628238337,1
1.281775068,1
1.491981461,1
1.103833307,1
1.963320416,1
0.915953665,1
2.646116765,1
1.851677089,1
1.575817823,1
1.574756621,1
1.355222281,1
1.59282997,1
0.894296083,1
0.501740812,1
1.316111007,1
0.593127616,1
0.908866176,1
1.086875051,1
1.720170218,1
0.339843836,1
2.029032409,1
1.648652734,1
2.269030572,1
1.1184659,1
1.195273062,1
0.598899927,1
0.96738736,1
1.375512068,1
0.94502888,1
0.929638669,1
0.752393496,1
0.63242105,1
0.467294074,1
0.907143662,1
1.641231492,1
1.092743231,1
0.886016649,1
1.490272966,1
1.452562143,1
0.248550009,1
0.378782684,0
0.518383811,0
1.067097139,0
0.980752573,0
0.55681658,0
1.250690908,0
0.757199008,0
0.821397875,0
1.095584283,0
0.80542197,0
0.893468556,0
0.159277157,0
0.838956838,0
1.08765567,0
0.594690552,0
0.937992254,0
0.753240475,0
0.970163361,0
0.484863827,0
0.629855922,0
0.905869958,0
0.485211195,0
0.789792164,0
0.951964794,0
0.606635921,0
0.802540621,0
0.47302633,0
0.462495451,0
0.627746975,0
0.535996811,0
0.700141819,0
0.826091656,0
0.426854339,0
0.835776812,0
0.652423748,0
0.509917826,0
1.198071795,0
0.747205835,0
0.570224911,0
0.384785422,0
0.48419669,0
0.693116658,0
0.968554527,0
0.946073113,0
0.862780154,0
0.476167371,0
0.595513383,0
0.063449968,0
0.514576238,0
0.568782352,0
0.165461804,0
1.877345896,0
0.949477032,0
0.967069479,0
0.754271253,0
0.948047052,0
0.967021431,0
0.389497248,0
0.811750322,0
0.618229861,0
0.267724567,0
0.59385314,0
1.175097305,0
0.306406832,0
1.314434604,0
1.04648227,0
0.533549077,0
1.520357839,0
0.622679381,0
0.870538729,0
0.330104914,0
0.922331261,0
0.351066579,0
1.043449454,0
